iter	Logloss
384	0.3639095825
385	0.363670479
386	0.3635854194
387	0.363458685
388	0.3633570371
389	0.3631766604
390	0.3631233128
391	0.3629700906
392	0.3627333173
393	0.3623463123
394	0.362217629
395	0.3621146204
396	0.3618240802
397	0.3617492597
398	0.3616604165
399	0.3615770117
400	0.3612954016
401	0.3611642725
402	0.360952391
403	0.3607974919
404	0.3606885841
405	0.3605810092
406	0.3603519305
407	0.3602273178
408	0.3601256207
409	0.3600174884
410	0.359921982
411	0.359769591
412	0.3596944578
413	0.3595117619
414	0.3593664583
415	0.3592748085
416	0.3591614471
417	0.358993545
418	0.3588430228
419	0.3587802247
420	0.3585498533
421	0.3583426078
422	0.3581858226
423	0.3579721629
424	0.3578635791
425	0.3576654536
426	0.3575084243
427	0.3573687416
428	0.3572443973
429	0.3571291011
430	0.3570078342
431	0.3568762308
432	0.3567794344
433	0.356646758
434	0.3563708408
435	0.3562436576
436	0.3560413724
437	0.3559059651
438	0.3557095405
439	0.3555357837
440	0.3554579719
441	0.3553279114
442	0.3550068341
443	0.3548669765
444	0.3547344481
445	0.3546232897
446	0.354441183
447	0.3543291296
448	0.3542035439
449	0.3540011113
450	0.3538499106
451	0.3535937236
452	0.3534850037
453	0.3532488272
454	0.3531361703
455	0.3529670225
456	0.3527262527
457	0.3526024223
458	0.3522419539
459	0.3520856954
460	0.3518776892
461	0.3517519519
462	0.3516465502
463	0.351450138
464	0.3512961095
465	0.3511676479
466	0.3510449723
467	0.3509425097
468	0.3507793752
469	0.3506458542
470	0.3504347999
471	0.3501561264
472	0.3499990788
473	0.3498902911
474	0.349644695
475	0.3494488935
476	0.3492631611
477	0.3490176494
478	0.3488747668
479	0.3487328877
480	0.348663575
481	0.3484735048
482	0.3483520857
483	0.3481930782
484	0.3480013339
485	0.3478471151
486	0.3476993817
487	0.3474761977
488	0.3472591332
489	0.3470523828
490	0.3468918985
491	0.3467728489
492	0.3466159378
493	0.3464817846
494	0.3463190527
495	0.3461202936
496	0.3459321312
497	0.3457937462
498	0.3456136016
499	0.3453630411
500	0.345217502
501	0.3449992869
502	0.344880317
503	0.3447578245
504	0.3446087112
505	0.3445235716
506	0.3443401426
507	0.3441640893
508	0.3439695821
509	0.3438369333
510	0.3435810314
511	0.3433426365
512	0.3431759162
513	0.3430533278
514	0.3429263882
515	0.3428040987
516	0.3426703422
517	0.3425154811
518	0.3424323632
519	0.3423273439
520	0.3422081266
521	0.3419165815
522	0.3417828596
523	0.3416779629
524	0.3413730576
525	0.3412731126
526	0.3411164314
527	0.3409864828
528	0.3408691389
529	0.3407272046
530	0.3406427886
531	0.3404662813
532	0.3402582465
533	0.340104536
534	0.3399514924
535	0.3397700708
536	0.3396308596
537	0.339473317
538	0.3392834894
539	0.3391917028
540	0.3390152974
541	0.3388909425
542	0.3387923689
543	0.3386763932
544	0.338543552
545	0.3383694798
546	0.3381722882
547	0.3380331279
548	0.3378011055
549	0.3376006501
550	0.337478766
551	0.3373545916
552	0.3371527289
553	0.3369802265
554	0.3368396295
555	0.3367296904
556	0.3365953346
557	0.3363584613
558	0.3362103442
559	0.336073905
560	0.3359641333
561	0.3358583926
562	0.3356934629
563	0.3354535676
564	0.3353178619
565	0.3351951858
566	0.3350748686
567	0.334864646
568	0.3346239972
569	0.3345070072
570	0.3344148312
571	0.3343248436
572	0.3340634863
573	0.3338928076
574	0.3337879495
575	0.3336874667
576	0.3335514244
577	0.333410984
578	0.3332429727
579	0.3330887988
580	0.3329600908
581	0.3328197333
582	0.3326087151
583	0.3325010135
584	0.3322837056
585	0.3320998799
586	0.3319940427
587	0.3318651356
588	0.3317507754
589	0.3316155326
590	0.3314789523
591	0.3313789361
592	0.3312287181
593	0.3310389855
594	0.3308414638
595	0.3307020796
596	0.3306221833
597	0.330527625
598	0.3303270996
599	0.3302247397
600	0.3300427694
601	0.3299149409
602	0.3298048062
603	0.3296188274
604	0.3295781275
605	0.3294022991
606	0.329288664
607	0.3290859386
608	0.3290005892
609	0.3288795303
610	0.3286739598
611	0.3285851585
612	0.3284465085
613	0.3283492618
614	0.3282170322
615	0.3280902114
616	0.3279703837
617	0.3278683513
618	0.3277462754
619	0.3276472412
620	0.3274651454
621	0.3273628236
622	0.327238166
623	0.3271169138
624	0.3269774026
625	0.3268902303
626	0.3267503944
627	0.3266546602
628	0.3265037039
629	0.3263604987
630	0.326155221
631	0.3260421381
632	0.3258774786
633	0.3257321077
634	0.3255739911
635	0.3254680392
636	0.325333002
637	0.3252166025
638	0.3250650057
639	0.3248974649
640	0.3247768259
641	0.324663074
642	0.3245595769
643	0.3244080444
644	0.3242913439
645	0.324177097
646	0.3240361625
647	0.3239386055
648	0.3238508324
649	0.3236370906
650	0.3234523349
651	0.3233054641
652	0.3231974135
653	0.3230179244
654	0.3229408931
655	0.3228200699
656	0.322731927
657	0.3224852933
658	0.3223734734
659	0.322261255
660	0.3221233219
661	0.3220370811
662	0.3218916431
663	0.3217910242
664	0.3216216851
665	0.3215181239
666	0.3213055454
667	0.3210490264
668	0.3209336871
669	0.3208083657
670	0.3207076627
671	0.3205864589
672	0.320455947
673	0.3202726005
674	0.3201592997
675	0.3200556023
676	0.3199320677
677	0.3196690876
678	0.3195595265
679	0.3194520112
680	0.3193400654
681	0.3192628711
682	0.3190873626
683	0.3189557762
684	0.3188298175
685	0.3187052668
686	0.3185815161
687	0.3184451617
688	0.3183429692
689	0.31823887
690	0.3181661321
691	0.3180310531
692	0.3179206374
693	0.3178360837
694	0.3177349503
695	0.3175715711
696	0.317347867
697	0.3172303154
698	0.317099827
699	0.3169326082
700	0.3168000954
701	0.3167109355
702	0.316551099
703	0.3164350386
704	0.3161995377
705	0.3160534371
706	0.3159314143
707	0.3157968066
708	0.3156454068
709	0.3154281259
710	0.3152988134
711	0.3151995132
712	0.3150840083
713	0.3149395743
714	0.3147998846
715	0.3147008891
716	0.314498893
717	0.3143652898
718	0.3142397487
719	0.3140958835
720	0.3139857125
721	0.3138962019
722	0.3137621567
723	0.3136580156
724	0.3135619828
725	0.3134690145
726	0.3134063918
727	0.3133177256
728	0.3132007624
729	0.3130988538
730	0.3130282385
731	0.3129129671
732	0.3128258961
733	0.3127346458
734	0.312612336
735	0.3124743513
736	0.3123496065
737	0.3122610593
738	0.3121961351
739	0.3120728217
740	0.3119654443
741	0.3118436709
742	0.3116708077
743	0.3115953464
744	0.3114948727
745	0.3113607311
746	0.3112946375
747	0.3111940641
748	0.3110549391
749	0.3109722655
750	0.3108134245
751	0.3106987618
752	0.3106342029
753	0.3104469392
754	0.3103694463
755	0.3102628287
756	0.3101613614
757	0.3100822311
758	0.3099678391
759	0.3098192103
760	0.3097108587
761	0.309638983
762	0.309527467
763	0.3093843572
764	0.3093223762
765	0.3092065632
766	0.309016395
767	0.3089434105
768	0.3088124693
769	0.3086495071
770	0.3085993528
771	0.3085037473
772	0.3084124895
773	0.3083125641
774	0.308225932
775	0.3080944152
776	0.3079994392
777	0.3078748143
778	0.3077708569
779	0.3076855263
780	0.3076116457
781	0.3074831458
782	0.3074005662
783	0.3073359119
784	0.3071711057
785	0.3070838056
786	0.307011748
787	0.3068963484
788	0.3067858392
789	0.3066601367
790	0.3065619534
791	0.3063802139
792	0.3063007126
793	0.306155872
794	0.3060587292
795	0.3059651195
796	0.3058824851
797	0.3057210804
798	0.305662506
799	0.3055541007
800	0.3054846249
801	0.3053872359
802	0.3053098939
803	0.3051985552
804	0.3051357599
805	0.3050560806
806	0.3049190143
807	0.304819843
808	0.304686213
809	0.3045538678
810	0.3044546402
811	0.304351045
812	0.3042602
813	0.3041457634
814	0.3040325374
815	0.3039600475
816	0.3038640692
817	0.3037429308
818	0.3036542247
819	0.303571048
820	0.3034689278
821	0.3033904783
822	0.3033274898
823	0.3032400243
824	0.3031467058
825	0.3030465475
826	0.3029333763
827	0.3028409666
828	0.3027523363
829	0.3026263414
830	0.3024647669
831	0.3023669936
832	0.302243465
833	0.3021658943
834	0.3020743976
835	0.3019797755
836	0.301873267
837	0.3018077461
838	0.3017532761
839	0.3016380349
840	0.3015677728
841	0.3014063305
842	0.3013500052
843	0.3011880829
844	0.3010771571
845	0.3009537507
846	0.3008174976
847	0.3007366461
848	0.3006174551
849	0.3005139427
850	0.3003963667
851	0.3003282226
852	0.3002441634
853	0.3001567608
854	0.3000877055
855	0.2999701261
856	0.299891716
857	0.2998067369
858	0.2996492957
859	0.2995557258
860	0.2994816382
861	0.2993185613
862	0.2992298755
863	0.2991540304
864	0.2990440039
865	0.2989887333
866	0.2988422146
867	0.2987637969
868	0.2986909231
869	0.2986210873
870	0.2985222967
871	0.2984119101
872	0.298360121
873	0.2982733984
874	0.2982053187
875	0.2980910253
876	0.2980115318
877	0.2978858807
878	0.2978225762
879	0.297738882
880	0.297617142
881	0.2975294172
882	0.2974617401
883	0.2973950518
884	0.2972548519
885	0.2971606282
886	0.2970908536
887	0.2969784182
888	0.296846693
889	0.2967661266
890	0.2966755768
891	0.2965973849
892	0.2964866234
893	0.2964058809
894	0.2963187102
895	0.2962538655
896	0.2961416511
897	0.2960475499
898	0.2959394131
899	0.295881253
900	0.2958060273
901	0.2957404477
902	0.2956638482
903	0.2955442735
904	0.2954526518
905	0.2953111356
906	0.2952473552
907	0.2951707082
908	0.2950799591
909	0.2949813613
910	0.2948913649
911	0.2947407012
912	0.2946615313
913	0.2945803846
914	0.2945009216
915	0.29435686
916	0.2942574001
917	0.2941399266
918	0.2940194357
919	0.2939096245
920	0.293837623
921	0.293762346
922	0.2936975787
923	0.2936380999
924	0.2935404548
925	0.2934374904
926	0.2933591218
927	0.2932149971
928	0.2931162389
929	0.2930588779
930	0.2930111483
931	0.29290522
932	0.292840987
933	0.2927195277
